GoodsID,GoodsName,SortOrder,Describe,GoodsClass,BagClass,Price,GiftCertificateBuy,BackPrice,BackMinDukeGrade,BackMinMarketLevel,LimitUsePerDay,UseInterval,GroupID,UseType,UsePrompt,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,NotExport,NeedBroad,CanPresent,memberPrice
4131,琉璃鼎,2107,人间祭祀祝融时所用道具，据传为祝融生火锻炼时所用法宝，使用道具可使铜矿产量增加25%，持续24小时。连续使用时间延长。,2,生产类,8,1,32,0,10,0,0,7,1,NULL,8,25,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,6
4132,祝融琉璃鼎,2108,祝融生火锻炼时所用法宝，使用道具可使铜矿产量增加25%，持续7天。连续使用时间延长。,2,生产类,50,1,200,0,10,0,0,7,1,NULL,8,25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4141,增税令,2109,"诸侯因城池发展需要所发布的黄金征集令，可使城内富户慷慨解囊,黄金征税收入增加25%，持续24小时。连续使用时间延长。",2,生产类,8,1,180,0,10,0,0,8,1,NULL,4,25,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,6
4142,高级增税令,2110,以君王名义发布的黄金征集令，可使城内富户、百姓踊跃捐资助国，黄金征税收入增加25%，持续7天。连续使用时间延长。,2,生产类,50,1,1120,0,10,0,0,8,1,NULL,4,25,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4151,帝俊简章,2111,天帝传人间工匠建筑要领的神书被后人简化后编纂成书，可让城池内5级以下建筑的建造消耗资源成本降低30%。效果持续24小时，连续使用时间延长。,3,生产类,50,1,200,0,10,0,0,9,1,NULL,5,30,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4152,帝俊精编,2112,天帝传人间工匠建筑要领的神书被后人摘要精编后纂写成书，可让城池内8级以下建筑的建造消耗资源成本降低30%。效果持续24小时，连续使用时间延长。,3,生产类,80,1,320,0,10,0,0,10,1,NULL,8,30,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,64
4153,帝俊秘录,2113,天帝传人间工匠建筑要领的神书始本，适用于等级1到20级的建筑，可让城池内20级以下建筑的建造消耗资源成本降低30%。效果持续24小时，连续使用时间延长。,3,生产类,200,1,800,0,10,0,0,11,1,NULL,20,30,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,160
4201,刑天战令,3138,上古战神刑天所持令牌，士兵见令如见战神本人，随即士气大振，必勇猛向前，攻无不克。军队攻击增加10%，持续24小时。连续使用时间延长。,6,宝物类,20,1,80,0,10,0,0,12,1,NULL,1,10,24,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,16
4202,刑天神印,3139,上古战神刑天指挥部下作战时所用印符，激励着士兵奋勇作战；军队攻击力增加10%，持续72小时。连续使用时间延长。,6,宝物类,50,1,200,0,10,0,0,12,1,NULL,1,10,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,40
4211,神火罩符,3140,太乙真人根据其所持法宝九龙神火罩修炼的道符的仿制品，虽仿制者得其形却不得其神，但也神功非凡；使用道具可使军队防御增加10%，持续24小时。连续使用时间延长。,6,宝物类,20,1,80,0,10,0,0,13,1,NULL,2,10,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,16
4212,九龙神火符,3141,太乙真人根据其所持法宝九龙神火罩修炼的道符，数量极为稀少，神效无穷。军队防御力增加10%，持续72小时。连续使用时间延长。,6,宝物类,50,1,200,0,10,0,0,13,1,NULL,2,10,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,40
4301,兵法指南,3121,沙场老将带兵作战的经验总结，对新晋神仙有一定帮助。对神仙使用后，增加神仙经验1000。在神仙界面使用，每人每天限购10册。,4,宝物类,20,1,80,0,10,0,0,0,2,NULL,2,3,1000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,16
4302,兵法异志,3122,百战宿将对兵法的心得体会，凝聚了神仙的一番心血。对神仙使用后，增加神仙经验10000。在神仙界面使用，每人每天限购5册。,4,宝物类,80,1,400,0,10,0,0,0,2,NULL,2,3,10000,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,64
4601,新手礼盒,NULL,开启后可得到丰富的礼品。,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"301=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4602,中级礼盒,NULL,开启后可获得丰厚的礼品。,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"302=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4603,高级礼盒,NULL,开启后可得到非常丰厚的礼品。,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"303=1,1000",,,,,,,,,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4604,珠宝盒,6006,上古众神遗留人世的宝盒，内装各种珠宝。,10,宝箱类,50,0,1,0,10,0,0,0,1,NULL,0,NULL,1,2,3,1000,"201=1,400","202=401,600","203=601,750","204=751,850","205=851,910","206=911,950","207=951,980","208=981,995","209=996,1000",NULL,NULL,NULL,NULL,NULL,0,0,1,40
4605,机关宝盒,6112,整个宝盒以黄金铸造，华丽异常，皇帝封赏有功诸侯而用。能开出最多价值80元宝的道具并有较少几率开出限量商城道具。内置复杂机关，需要机关图解才能开启。,10,宝箱类,20,0,1,0,10,0,0,0,1,NULL,1,4655,1,3,4,1000,"101=1,740","102=801,920","103=921,970","104=971,995","105=996,1000","2045=741,760","2046=761,780","2047=781,800",,,,NULL,NULL,NULL,0,0,1,16
4606,五色秘盒,6113,整个盒子绽放五色光芒，无人知晓里面装的是什么，盒盖刻有神秘封印，能开出最多价值200元宝的道具并有较少几率开出限量商城道具。须用仙界开启符文才能打开。,10,宝箱类,80,0,1,0,10,0,0,0,1,NULL,1,4656,1,4,5,1000,"101=1,200","102=201,300","103=301,715","104=761,900","105=901,1000","2048=716,735","2049=736,750","2050=751,760",NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,64
4607,七彩神盒,6114,整个盒子绽放七彩神芒，疑为天界宝库遗入凡间，能开出最多价值300元宝的道具并有较高几率开出限量商城道具。须仙界宝符打开。,10,宝箱类,150,0,1,0,10,0,0,0,1,NULL,1,4657,1,6,7,1000,"101=1,5","102=6,100","103=101,380","104=401,595","105=621,999",106=1000,"2050=381,400","2051=596,610","2052=611,620",NULL,NULL,NULL,NULL,NULL,0,1,1,120
4608,天庭御盒,6008,天帝赏赐有功仙人的宝盒，内装神秘仙界法宝，可以开出各种法宝。,9,宝箱类,20,0,1,0,10,0,0,0,1,NULL,0,NULL,NULL,NULL,NULL,1000,"401=1,700","402=701,900","403=901,960","404=961,995","405=996,1000",,,,,,,,,,NULL,1,1,16
6200,肉球,NULL,陈塘关总兵李靖夫人殷氏孕胎三载产下的肉球，被李靖疑为妖孽降世而丢弃。任务专属道具，无法直接使用。,100,任务类,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4609,炫玩礼盒,NULL,炫玩礼盒，内含价值500元宝的道具。,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"501=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4610,炫动礼盒,NULL,炫动礼盒，内含价值500元宝的道具。,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"501=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4611,酷玩礼盒,NULL,酷玩礼盒，内含价值500元宝的道具。,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"503=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4612,公会宝盒,NULL,公会宝盒，内含价值超过500元宝的实用道具。,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,100,"504=1,100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4613,炫游礼盒,NULL,炫游礼盒，内含价值200元宝的道具。,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"505=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4614,无敌礼盒,NULL,这下你满足了吧。,10,宝箱类,0,0,1,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"502=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4615,公会礼盒,NULL,公会礼盒，内含价值200元宝的道具。,10,宝箱类,0,0,0,0,10,0,0,0,1,NULL,0,NULL,0,NULL,NULL,1000,"506=1,1000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0
4655,机关图解,6002,用于开启机关宝盒。详细记录了人间各种复杂机关的破解方法，有了它可以破解人间界任意机关。专属宝箱开启道具，无法直接使用。,11,宝箱类,5,0,40,0,10,0,0,0,0,NULL,4605,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,4
4656,仙界符文,6003,用于开启五色秘盒。由神界仙人所制，可以破解神界普通封印的符印。专属宝箱开启道具，无法直接使用。,11,宝箱类,20,0,200,0,10,0,0,0,0,NULL,4606,NULL,,,,,,,,,,,,,,,,,,,NULL,1,1,16
4657,仙界宝符,6004,用于开启七彩神盒。由仙界正神精血所化，可以破解仙界高级封印的符印。专属宝箱开启道具，无法直接使用。,11,宝箱类,50,0,320,0,10,0,0,0,0,NULL,4607,NULL,,,,,,,,,,,,,,,,,,,NULL,1,1,40
4701,金珠,4101,由黄金铸，可作货币使用，皇帝常用来封赏有功之臣。,8,珠宝类,0,0,1000,0,10,0,0,0,2,NULL,5,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4702,白玉,4102,白色透明美玉，极是难得。,8,珠宝类,0,0,2000,0,10,0,0,0,2,NULL,10,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4703,五色璧,4103,散发五色华光的美玉，非常稀有。,8,珠宝类,0,0,3500,0,10,0,0,0,2,NULL,15,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4704,天蚕丝,4104,传为仙界天蚕所吐，坚固异常，仙家锻炼法宝常用材料。,8,珠宝类,0,0,6000,0,10,0,0,0,2,NULL,20,,,,,,,,,,,,,,,,,,,,NULL,0,0,0
4705,七彩琉璃,4105,七彩光芒在琉璃周身游走，仙界进贡天帝常用珠宝。,8,珠宝类,0,0,9000,0,10,0,0,0,2,NULL,25,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4706,五色神石,4106,传为女娲补天所选神石，略沾仙家灵气。,8,珠宝类,0,0,15000,0,10,0,0,0,2,NULL,30,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4707,补天石,4107,由五色神石所炼化，女娲补天时遗落人间，带有女娲本源真气。,8,珠宝类,0,0,25000,0,10,0,0,0,2,NULL,35,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4708,深海龙珠,4108,四海龙王进贡天庭的珍贵宝珠，据传为远古神龙遗骨所化。,8,珠宝类,0,0,40000,0,10,0,0,0,2,NULL,40,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4709,天帝宝珠,4109,仙界灵石，吸收万年天地日月精华，如不被发现沾染人间浊气不久即可修出肉身并位列仙班。,8,珠宝类,0,0,60000,0,10,0,0,0,2,NULL,50,,,,,,,,,,,,,,,,,,,,NULL,1,0,0
4805,妖族造兵符,NULL,妖族造兵符。,14,造兵类,10,0,40,0,10,0,0,83,1,NULL,72,1020,1023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,8
4807,仙族造兵符,NULL,仙族造兵符。,14,造兵类,10,0,40,0,10,0,0,84,1,NULL,72,1030,1033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,8
4901,徭役告示,3109,向百姓征发徭役，驱使大量劳力用于城池建设。使用后可增加3个建造队列，使自己拥有的全部城池可以同时建造5个建筑。效果持续3天，连续使用时间延长。,0,宝物类,50,1,200,0,10,0,0,1,1,NULL,3,72,,,,,,,,,,,,,,,,,,,NULL,1,1,40
4903,移民告示,3110,吸纳大批失去土地的流民作为城池居民，增加当前城池人口数量为人口上限的20%，最少增加100人。如果城池人口已经超过上限，则不能使用。,0,宝物类,50,1,200,0,10,0,0,0,1,NULL,20,100,,,,,,,,,,,,,,,,,,,NULL,0,1,40
4904,安邦告示,3142,安定人心的布告，在全城张贴，可迅速安定人心，让局势恢复平静。对城池使用，立刻让当前城池的民心变成100，民怨变成0。使用过的城池在3天内不能再次使用。,0,宝物类,100,1,400,0,10,0,72,0,1,NULL,100,100,,,,,,,,,,,,,,,,,,,NULL,1,1,80
4905,商队契约,NULL,获得3天自动运输特权。连续使用时间延长。定时运送资源，可让几个城池定时向目标运送资源。需要占用市场的商队。每次运送上限不超过城池中市场中1支商队所能运输的上限（10万~100万）。,0,宝物类,50,1,200,0,10,0,0,3,1,NULL,72,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,40
4906,建筑图纸,NULL,升级建筑到20级以上的时候，需要使用建筑图纸。,0,生产类,50,1,200,0,10,0,0,0,0,NULL,0,10,,,,,,,,,,,,,,,,,,,NULL,0,1,40
4907,免战牌,3125,使用后进入“免战”状态，避免其他玩家对自己所有城池的攻击，自己也无法向他人出征。持续12小时，冷却6小时。对出征途中的敌人无效。野地不受免战保护。,0,宝物类,30,1,120,0,10,0,6,0,2,NULL,2,12,,,,,,,,,,,,,,,,,,,NULL,0,1,24
4908,移城符,3126,将当前城池随机迁徙到一处平地上。使用时不能有军队在外，城内也不能有盟友的驻军。使用后附属野地消失。,0,宝物类,30,1,120,0,10,0,0,0,2,NULL,0,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,24
4909,高级移城符,3127,将当前城池迁徙到指定位置的平地上。迁城后12小时内只能对自己的城池运输。需要输入无主的平地坐标。使用时不能有军队在外，城内也不能有盟友的驻军，使用后附属野地消失。名城不能迁徙。限量销售，每天限购2件。,0,宝物类,90,0,360,0,10,0,0,0,2,NULL,1,12,,,,,,,,,,,,,,,,,,,NULL,1,0,72
4910,引仙幡,3111,使用后，立即将本城池的引仙台刷新，疑为仙界神器。可在引仙台界面使用。,0,宝物类,5,1,20,0,10,0,0,0,0,NULL,,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,4
4911,洗髓丹,3112,神仙的属性回到初始状态，可以重新配置属性点。神仙等级每高10级需要多消耗1颗洗髓丹。,0,宝物类,5,1,20,0,10,0,0,0,2,NULL,10,1,,,,,,,,,,,,,,,,,,,NULL,0,1,4
4912,锦囊,NULL,使用计谋需要消耗锦囊。原价5元宝，现价3元宝。,0,宝物类,3,1,12,0,10,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,2
4913,军旗,3128,在神仙界面的领兵数处使用，可增加神仙领兵上限10%持续24小时。,5,宝物类,50,1,120,0,10,0,0,14,2,NULL,4,10,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,40
4914,千里传音,3113,联盟群发信件需要消耗2个千里传音。,0,任务类,1,1,4,0,10,0,0,0,0,NULL,1,2,,,,,,,,,,,,,,,,,,,NULL,0,1,1
6636,媒体礼包,NULL,开启后可以获得:徭役告示*1、珠宝盒*2、高级珠宝盒*1、高级资源包*2、平凡装备箱*2、开天便笺*2、天书散页*2、中级法器箱*1、弓箭兵令*5,10,宝箱类,99999,0,0,0,0,0,0,0,1,NULL,0,NULL,0,NULL,NULL,100,"1433=1,100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,88888
4915,盟主令,NULL,使用后将本联盟的成员人数上限直接提升为100。,0,宝物类,500,1,2000,0,10,0,0,0,0,NULL,100,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,400
4916,龙旗,3129,更改旗号需要消耗1个龙旗，旗号将显示在地图的城池上方。在主公界面中更改旗号使用。,0,宝物类,6,1,24,0,10,0,0,0,0,NULL,1,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,5
4917,拜名帖,3130,君主改名需要消耗1个拜名帖。,0,宝物类,200,1,800,0,10,0,0,0,0,NULL,1,NULL,,,,,,,,,,,,,,,,,,,NULL,1,1,160
4918,夸娥神符,1114,大力神夸娥氏遗留凡间的召神仙符，可召唤夸娥分身下凡，拆除建筑时使用此符，可以立即将该建筑完全拆除，使其成为空地。使用夸娥神符拆除建筑，将无法回收资源。不能对宫殿使用。,0,加速类,20,1,80,0,10,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,16
4919,赎身契约,3144,朝廷赏赐有功诸侯的文书，荫及后人。可以免除玩家当前的从属状态。,0,宝物类,10,1,40,0,10,0,0,0,0,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,NULL,0,1,8
5001,乾坤针,NULL,职业需求：全职业@等级需求：40级@法力消耗：120@战斗时使用可减少敌方10%的士兵数量,12,,0,0,6000,0,10,0,0,0,0,,6,2,9,1000,40,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5002,落魄镜,NULL,职业需求：全职业@等级需求：30级@法力消耗：90@战斗时使用可增加我方士兵10%的攻击力,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5003,太极符印,NULL,职业需求：全职业@等级需求：30级@法力消耗：90@战斗时使用可增加我方士兵10%的防御力,12,NULL,0,0,4500,0,10,0,0,0,0,NULL,6,2,9,1000,30,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,0,1,0,0
5004,金葫芦,NULL,"职业需求：全职业@等级需求：20级@法力消耗：120@战斗时使用可增加我方5%的士兵数量,增加兵数不会超过进入战斗前所携带兵力",12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,0,0,0,0
5005,列瘟印,NULL,职业需求：全职业@等级需求：20级@法力消耗：60@战斗时使用可减少敌方5%的士兵数量,12,NULL,0,0,3000,0,10,0,0,0,0,NULL,6,2,9,1000,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,0,0,0,0
